Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2009-02-04,0.553198,0.553198,0.546579,0.546579
2009-02-05,0.553198,0.559661,0.527035,0.553198
2009-02-06,0.559661,0.592206,0.559661,0.592206
2009-02-09,0.61175,0.631214,0.61175,0.61175
2009-02-10,0.631214,0.631214,0.61175,0.618211
2009-02-11,0.592206,0.618211,0.592206,0.605209
2009-02-12,0.605209,0.61175,0.592206,0.592206
2009-02-13,0.61175,0.61175,0.592206,0.592206
2009-02-16,0.585666,0.585666,0.566201,0.566201
2009-02-17,0.566201,0.566201,0.501031,0.507571
2009-02-18,0.494569,0.494569,0.4491,0.462023
2009-02-19,0.474947,0.474947,0.4491,0.462023
2009-02-20,0.501031,0.501031,0.423095,0.429556
2009-02-23,0.442559,0.442559,0.390525,0.403394
2009-02-24,0.403394,0.403394,0.390525,0.390525
2009-02-25,0.416474,0.416474,0.38393,0.403394
2009-02-26,0.390525,0.403394,0.390525,0.403394
2009-02-27,0.403394,0.403394,0.390525,0.403394
2009-03-02,0.390525,0.396932,0.38393,0.38393
2009-03-03,0.38393,0.38393,0.364394,0.364394
2009-03-04,0.377436,0.390525,0.377436,0.377436
2009-03-05,0.396932,0.403394,0.38393,0.390525
2009-03-06,0.390525,0.410092,0.390525,0.403394
2009-03-09,0.410092,0.410092,0.396932,0.403394
2009-03-10,0.403394,0.410092,0.390525,0.390525
2009-03-11,0.403394,0.410092,0.403394,0.410092
2009-03-12,0.410092,0.410092,0.396932,0.403394
2009-03-13,0.410092,0.410092,0.396932,0.396932
2009-03-16,0.410092,0.410092,0.396932,0.403394
2009-03-17,0.396932,0.403394,0.396932,0.403394
2009-03-18,0.403394,0.410092,0.403394,0.410092
2009-03-19,0.410092,0.410092,0.403394,0.403394
2009-03-20,0.403394,0.403394,0.396932,0.403394
2009-03-23,0.403394,0.43594,0.403394,0.423095
2009-03-24,0.43594,0.43594,0.423095,0.423095
2009-03-25,0.429556,0.429556,0.423095,0.429556
2009-03-26,0.429556,0.442559,0.429556,0.429556
2009-03-27,0.43594,0.43594,0.429556,0.429556
2009-03-30,0.43594,0.43594,0.403394,0.410092
2009-03-31,0.423095,0.423095,0.416474,0.423095
2009-04-01,0.429556,0.429556,0.410092,0.416474
2009-04-02,0.423095,0.442559,0.416474,0.442559
2009-04-03,0.442559,0.462023,0.442559,0.4491
2009-04-06,0.468564,0.468564,0.442559,0.4491
2009-04-07,0.4491,0.4491,0.429556,0.429556
2009-04-08,0.423095,0.4491,0.423095,0.4491
2009-04-09,0.455483,0.455483,0.442559,0.4491
2009-04-14,0.4491,0.462023,0.4491,0.455483
2009-04-15,0.455483,0.455483,0.4491,0.4491
2009-04-16,0.462023,0.462023,0.4491,0.455483
2009-04-17,0.455483,0.468564,0.455483,0.468564
2009-04-20,0.468564,0.468564,0.455483,0.462023
2009-04-21,0.455483,0.468564,0.455483,0.462023
2009-04-22,0.468564,0.481567,0.468564,0.481567
2009-04-23,0.501031,0.507571,0.488107,0.501031
2009-04-24,0.514034,0.527035,0.514034,0.514034
2009-04-27,0.520653,0.533656,0.520653,0.520653
2009-04-28,0.520653,0.527035,0.514034,0.520653
2009-04-29,0.527035,0.533656,0.520653,0.520653
2009-04-30,0.540196,0.546579,0.540196,0.546579
2009-05-04,0.559661,0.585666,0.559661,0.585666
2009-05-05,0.598668,0.598668,0.566201,0.566201
2009-05-06,0.572742,0.598668,0.572742,0.598668
2009-05-07,0.598668,0.618211,0.598668,0.61175
2009-05-08,0.598668,0.605209,0.598668,0.598668
2009-05-11,0.598668,0.605209,0.592206,0.598668
2009-05-12,0.598668,0.618211,0.598668,0.618211
2009-05-13,0.637676,0.650757,0.637676,0.644216
2009-05-14,0.650757,0.650757,0.631214,0.631214
2009-05-15,0.631214,0.637676,0.631214,0.631214
2009-05-18,0.631214,0.650757,0.631214,0.650757
2009-05-19,0.670143,0.696227,0.670143,0.683303
2009-05-20,0.722232,0.722232,0.650757,0.702688
2009-05-21,0.702688,0.702688,0.676684,0.676684
2009-05-22,0.670143,0.670143,0.644216,0.644216
2009-05-25,0.644216,0.644216,0.624752,0.624752
2009-05-26,0.618211,0.624752,0.61175,0.624752
2009-05-27,0.644216,0.644216,0.624752,0.637676
2009-05-28,0.637676,0.644216,0.637676,0.644216
2009-05-29,0.66376,0.66376,0.618211,0.618211
2009-06-01,0.618211,0.637676,0.618211,0.631214
2009-06-02,0.637676,0.650757,0.631214,0.644216
2009-06-03,0.644216,0.650757,0.644216,0.650757
2009-06-04,0.650757,0.65714,0.650757,0.65714
2009-06-05,0.65714,0.670143,0.65714,0.670143
2009-06-08,0.670143,0.670143,0.637676,0.65714
2009-06-09,0.66376,0.676684,0.66376,0.676684
2009-06-10,0.676684,0.709307,0.676684,0.709307
2009-06-12,0.722232,0.722232,0.689686,0.702688
2009-06-15,0.702688,0.709307,0.702688,0.702688
2009-06-16,0.702688,0.722232,0.689686,0.722232
2009-06-17,0.722232,0.722232,0.702688,0.722232
2009-06-18,0.709307,0.709307,0.702688,0.702688
2009-06-19,0.689686,0.702688,0.689686,0.689686
2009-06-22,0.696227,0.696227,0.650757,0.650757
2009-06-23,0.637676,0.650757,0.637676,0.650757
2009-06-24,0.650757,0.683303,0.650757,0.683303
2009-06-25,0.683303,0.696227,0.683303,0.696227
2009-06-26,0.696227,0.702688,0.683303,0.702688
2009-06-29,0.702688,0.702688,0.689686,0.689686
2009-06-30,0.702688,0.709307,0.689686,0.689686
2009-07-01,0.702688,0.709307,0.702688,0.709307
2009-07-02,0.709307,0.709307,0.702688,0.702688
2009-07-03,0.702688,0.702688,0.689686,0.702688
2009-07-06,0.689686,0.696227,0.689686,0.696227
2009-07-07,0.696227,0.709307,0.696227,0.696227
2009-07-08,0.696227,0.702688,0.696227,0.702688
2009-07-09,0.702688,0.735234,0.702688,0.735234
2009-07-10,0.735234,0.735234,0.722232,0.728772
2009-07-13,0.728772,0.728772,0.715692,0.715692
2009-07-14,0.728772,0.754777,0.728772,0.754777
2009-07-15,0.761318,0.793863,0.761318,0.793863
2009-07-16,0.793863,0.800326,0.774321,0.800326
2009-07-17,0.800326,0.832872,0.787323,0.813408
2009-07-20,0.813408,0.852415,0.813408,0.852415
2009-07-21,0.852415,0.865417,0.852415,0.858876
2009-07-22,0.852415,0.858876,0.839492,0.852415
2009-07-23,0.845874,0.852415,0.839492,0.839492
2009-07-24,0.839492,0.845874,0.839492,0.839492
2009-07-27,0.845874,0.858876,0.845874,0.858876
2009-07-28,0.858876,0.865417,0.858876,0.865417
2009-07-29,0.878495,0.891505,0.858876,0.871958
2009-07-30,0.878495,0.930429,0.878495,0.930429
2009-07-31,0.943508,0.975981,0.943508,0.975981
2009-08-03,0.989142,1.00206,0.975981,0.989142
2009-08-04,0.982519,1.00852,0.969594,0.982519
2009-08-05,0.989142,1.00206,0.975981,0.975981
2009-08-06,0.989142,1.00206,0.969594,0.995519
2009-08-07,1.00206,1.00206,0.982519,1.00206
2009-08-10,1.00852,1.02822,1.00206,1.02161
2009-08-11,1.03461,1.04762,1.02161,1.02822
2009-08-12,1.03461,1.04762,1.02822,1.04115
2009-08-13,1.05415,1.08669,1.02822,1.02822
2009-08-14,1.03461,1.08669,1.03461,1.04762
2009-08-17,1.06723,1.06723,0.982519,1.00852
2009-08-18,1.00852,1.00852,0.982519,0.989142
2009-08-19,0.989142,0.989142,0.962971,0.975981
2009-08-20,0.989142,1.02822,0.989142,1.02822
2009-08-21,1.02822,1.1257,1.02822,1.1257
2009-08-24,1.11279,1.11279,1.08669,1.09969
2009-08-25,1.09332,1.09332,1.08015,1.09332
2009-08-26,1.09332,1.09332,1.05415,1.05415
2009-08-27,1.07362,1.08015,1.06723,1.07362
2009-08-28,1.06723,1.11279,1.06723,1.08669
