Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2025-07-09,1816.0475435171654,1816.0475435171654,1816.0475435171654,1816.0475435171654,0
2025-07-10,1775.4243020011093,1775.4243020011093,1775.4243020011093,1775.4243020011093,0
2025-07-11,1768.305358242732,1768.305358242732,1768.305358242732,1768.305358242732,0
2025-07-14,1769.2414629736209,1769.2414629736209,1769.2414629736209,1769.2414629736209,0
2025-07-15,1775.080650872638,1775.080650872638,1775.080650872638,1775.080650872638,0
2025-07-16,1787.7171937866467,1787.7171937866467,1787.7171937866467,1787.7171937866467,0
2025-07-17,1824.4096906288476,1824.4096906288476,1824.4096906288476,1824.4096906288476,0
2025-07-18,1861.9365213958306,1861.9365213958306,1861.9365213958306,1861.9365213958306,0
2025-07-21,1843.1313151315953,1843.1313151315953,1843.1313151315953,1843.1313151315953,0
2025-07-22,1839.2856184408613,1839.2856184408613,1839.2856184408613,1839.2856184408613,0
2025-07-23,1854.3568961761227,1854.3568961761227,1854.3568961761227,1854.3568961761227,0
2025-07-24,1896.4923585231827,1896.4923585231827,1896.4923585231827,1896.4923585231827,0
2025-07-25,1907.7927347837094,1907.7927347837094,1907.7927347837094,1907.7927347837094,0
2025-07-28,1885.4207700764543,1885.4207700764543,1885.4207700764543,1885.4207700764543,0
2025-07-29,1921.2172380612199,1921.2172380612199,1921.2172380612199,1921.2172380612199,0
2025-07-30,1928.4606492337412,1928.4606492337412,1928.4606492337412,1928.4606492337412,0
2025-07-31,1900.0750689378337,1900.0750689378337,1900.0750689378337,1900.0750689378337,0
2025-08-01,1852.4737500001954,1852.4737500001954,1852.4737500001954,1852.4737500001954,0
2025-08-04,1893.9740723378331,1893.9740723378331,1893.9740723378331,1893.9740723378331,0
2025-08-05,1881.6585681629685,1881.6585681629685,1881.6585681629685,1881.6585681629685,0
2025-08-06,1934.1972540664901,1934.1972540664901,1934.1972540664901,1934.1972540664901,0
2025-08-07,2029.0466790608477,2029.0466790608477,2029.0466790608477,2029.0466790608477,0
2025-08-08,2060.038312747968,2060.038312747968,2060.038312747968,2060.038312747968,0
2025-08-11,2061.901040772638,2061.901040772638,2061.901040772638,2061.901040772638,0
2025-08-12,2072.1417746466063,2072.1417746466063,2072.1417746466063,2072.1417746466063,0
2025-08-13,2111.082179673617,2111.082179673617,2111.082179673617,2111.082179673617,0
2025-08-14,2088.6838514588803,2088.6838514588803,2088.6838514588803,2088.6838514588803,0
2025-08-18,2086.5316011086275,2086.5316011086275,2086.5316011086275,2086.5316011086275,0
2025-08-19,2105.7906128693166,2105.7906128693166,2105.7906128693166,2105.7906128693166,0
2025-08-20,2094.6505419314276,2094.6505419314276,2094.6505419314276,2094.6505419314276,0
2025-08-21,2110.6667088540025,2110.6667088540025,2110.6667088540025,2110.6667088540025,0
2025-08-22,1955.3628766921881,1955.3628766921881,1955.3628766921881,1955.3628766921881,0
